"road_id","road_name","road_type","urban_rural","onrc","seal_type","owner_type","total_km","lane_km","traffic","heavy","VKT","VKT_Heavy","adrc","maint","emergency","wol","geom_id"
871,"WESTHAVEN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.135,0.27,46,0.04,2267,91,25438,3000.89,0,28438.89,996
872,"RIMU TERRACE","Local Authority","Urban","Low Volume","Sealed","L",0.178,0.356,87,0.06,5652,339,12906.84,9938.97,28.09,22845.81,997
873,"ESPLANADE","Local Authority","Rural","Low Volume","Sealed","L",0.088,0.176,12,0.12,385,46,7540.53,16035.41,6779.11,23575.94,998
873,"ESPLANADE","Local Authority","Rural","Secondary Collector","Sealed","L",0.34,0.68,326,0.12,40457,4855,9162.89,3718.74,0,12881.63,999
874,"BROOKFIELD PLACE","Local Authority","Urban","Access","Sealed","L",0.203,0.406,203,0.06,15041,902,11208.34,7210.07,0,18418.41,1000
874,"BROOKFIELD PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.088,0.088,203,0.06,6520,391,6062.12,6736.08,0,12798.2,1001
875,"TWELFTH LANE","Local Authority","Urban","Access","Sealed","L",0.143,0.143,1054,0.06,55014,3301,13862.5,4116.7,0,17979.2,1002
876,"MCLEAN DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.134,0.268,57,0.09,2788,251,9930.36,6621.34,3055.36,16551.7,1003
877,"KAITUNA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.108,0.216,35,0.09,1380,124,16528.75,6623.15,0,23151.9,1004
878,"MATTHEWS LANE","Local Authority","Rural","Access","Sealed","L",1.017,2.034,45,0.13,16704,2172,2966.24,3.24,0,2969.48,1005
878,"MATTHEWS LANE","Local Authority","Rural","Secondary Collector","Sealed","L",0.316,0.632,272,0.1,31372,3137,4847.6,286.27,0,5133.87,1006
879,"ASHFORD GROVE","Local Authority","Rural","Access","Sealed","L",0.191,0.382,109,0.1,7599,760,12148.65,8909.68,0,21058.33,1007
881,"TE MAHIA ROAD","Local Authority","Rural","Access","Sealed","L",0.788,1.576,23,0.09,6615,595,4097.1,31092.73,2140.79,35189.83,1008
882,"ROBALAN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.113,0.226,68,0.04,2805,112,33951.94,9157.72,0,43109.66,1009
883,"BEACH PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.175,0.35,35,0.09,2236,201,27076.44,5697.43,0,32773.87,1010
884,"CEDAR GROVE","Local Authority","Urban","Access","Sealed","L",0.182,0.364,112,0.06,7440,446,23528.49,10648.35,0,34176.84,1011
885,"MANATU PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.084,0.168,68,0.04,2085,83,33437.1,13948.07,0,47385.17,1012
886,"VINTAGE LANE","Local Authority","Rural","Secondary Collector","Sealed","L",0.933,1.866,457,0.1,155629,15563,13542.71,4150.75,0,17693.46,1013
887,"JACKS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.08,0.16,12,0.13,350,46,24065.01,8766.25,0,32831.26,1014
888,"TEMPLE MEWS","Local Authority","Urban","Low Volume","Sealed","L",0.162,0.324,45,0.02,2661,53,10480.82,12759.22,0,23240.04,1015
889,"KOWHAI CRESENT (RAI VALLEY)","Local Authority","Urban","Low Volume","Sealed","L",0.106,0.212,91,0.12,3521,422,12099.17,7725.46,0,19824.63,1016
890,"NEWMAN ROAD","Local Authority","Rural","Access","Sealed","L",0.326,0.652,91,0.13,10828,1408,26966.96,187.12,0,27154.08,1017
891,"MORVEN LANE","Local Authority","Rural","Access","Sealed","L",0.733,1.466,79,0.13,21136,2748,5032.12,4518.56,0,9550.68,1018
892,"MILLS STREET (SEDDON)","Local Authority","Urban","Low Volume","Sealed","L",0.078,0.156,46,0.08,1310,105,37310.25,9646.86,0,46957.11,1019
893,"TARA BAY ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.227,0.454,12,0.09,994,89,2163.22,166.03,0,2329.25,1020
895,"MANUKA DRIVE","Local Authority","Rural","Low Volume","Sealed","L",0.155,0.31,45,0.11,2546,280,5167.67,21.29,0,5188.96,1021
896,"RUATANIWHA PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.168,0.336,23,0.12,1410,169,5693.88,2263.15,0,7957.03,1022
897,"SHANDON ROAD","Local Authority","Rural","Access","Sealed","L",2.316,4.632,98,0.13,82843,10770,4486.33,729.6,0,5215.93,1023
898,"FAREHAM LANE","Local Authority","Rural","Access","Sealed","L",1.09,2.18,157,0.1,62462,6246,27319.14,883.85,0,28202.99,1024
899,"OTAGO STREET SOUTH","Local Authority","Urban","Low Volume","Sealed","L",0.096,0.192,86,0.06,3013,181,4815.32,2668.54,0,7483.86,1025
900,"CASHMERE GROVE","Local Authority","Urban","Access","Sealed","L",0.103,0.206,139,0.06,5226,314,25811.91,8789.37,0,34601.28,1026
900,"CASHMERE GROVE","Local Authority","Urban","Low Volume","Sealed","L",0.126,0.252,58,0.04,2667,107,25795.56,8459.96,0,34255.52,1027
901,"CASHMERE GROVE EAST","Local Authority","Urban","Low Volume","Sealed","L",0.081,0.162,203,0.06,6002,360,28446.27,163.46,0,28609.73,1028
902,"DOUSLIN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.118,0.236,46,0.04,1981,79,18875.56,8889.95,0,27765.51,1029
903,"ENDEAVOUR STREET SOUTH","Local Authority","Urban","Low Volume","Sealed","L",0.108,0.216,68,0.04,2681,107,9124.06,1520.19,0,10644.25,1030
904,"PARK VIEW LANE","Local Authority","Urban","Low Volume","Sealed","L",0.06,0.12,46,0.04,1007,40,18125.51,10841.33,0,28966.84,1031
909,"LIVINGSTONE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.091,0.182,68,0.04,2259,90,33163.16,51245.83,0,84408.99,1032
910,"MOETAPU RAMP ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.141,0.282,22,0.09,1132,102,2701.41,2.96,0,2704.37,1033
911,"SPRINGSWOOD GROVE","Local Authority","Urban","Access","Sealed","L",0.239,0.478,226,0.06,19715,1183,26435.08,5517.8,0,31952.88,1034
912,"SEQUOIA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.074,0.148,35,0.04,945,38,11238.49,7051.68,0,18290.17,1035
913,"HOPE DRIVE (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.446,0.892,226,0.06,36791,2207,24670.06,11896.73,0,36566.79,1036
913,"HOPE DRIVE (BLENHEIM)","Local Authority","Urban","Low Volume","Sealed","L",0.203,0.406,189,0.06,14004,840,45279.24,7296.9,0,52576.14,1037
914,"TEREICE STREET","Local Authority","Urban","Access","Sealed","L",0.209,0.418,112,0.06,8544,513,26581.76,12430.94,0,39012.7,1038
915,"MARY GRACE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.106,0.212,127,0.06,4914,295,15292.52,8515.25,0,23807.77,1039
916,"CHERRYWOOD PARK","Local Authority","Urban","Low Volume","Sealed","L",0.15,0.3,91,0.04,4982,199,32230.05,8705.02,0,40935.07,1040
917,"THE WILLOWS","Local Authority","Urban","Low Volume","Sealed","L",0.123,0.246,56,0.04,2514,101,24066.26,7681.86,0,31748.12,1041
918,"WATERLEA GREEN","Local Authority","Urban","Low Volume","Sealed","L",0.108,0.216,23,0.04,907,36,28418.35,690.41,0,29108.76,1042
919,"GUERNSEY ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.629,3.258,79,0.13,46972,6106,28279.72,724.44,0,29004.16,1043
920,"RARANGI BEACH ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",3.182,6.364,1089,0.1,1264797,126480,17855.99,3306.03,81.92,21162.02,1044
921,"ASHWOOD DRIVE","Local Authority","Urban","Access","Sealed","L",0.509,1.018,45,0.055,8386,462,27246.63,6373.31,0,33619.94,1045
922,"ELMWOOD AVENUE","Local Authority","Urban","Access","Sealed","L",0.565,1.13,398,0.06,82071,4924,48778.51,6231.47,0,55009.98,1046
923,"GINGKO PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.087,0.174,91,0.04,2890,116,30486.96,8640.8,0,39127.76,1047
924,"ORCHARD LANE (BLENHEIM)","Local Authority","Urban","Low Volume","Sealed","L",0.129,0.258,68,0.04,3202,128,30469.02,33453.41,0,63922.43,1048
925,"ENDEAVOUR LANE (PICTON)","Local Authority","Urban","Low Volume","Sealed","L",0.078,0.078,45,0.06,1281,77,5232.04,2622.31,0,7854.35,1049
926,"ADMIRALTY PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.323,0.646,181,0.07,21285,1490,12671.09,5579.53,0,18250.62,1050
927,"GLENTUI DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.199,0.398,87,0.06,6319,379,21428.38,6356.23,0,27784.61,1051
928,"MANCHESTER STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.312,0.624,226,0.21,25737,5405,40220.94,9638.24,0,49859.18,1052
929,"VERNON STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.33,0.66,133,0.21,15994,3359,34659.07,10048.91,0,44707.98,1053
930,"MARLBOROUGH RIDGE DRIVE","Local Authority","Rural","Access","Sealed","L",0.575,1.15,93,0.117,19568,2292,13848.47,2681.66,0,16530.13,1054
930,"MARLBOROUGH RIDGE DRIVE","Local Authority","Rural","Secondary Collector","Sealed","L",0.913,1.826,326,0.1,108638,10864,31802.55,5012.15,0,36814.7,1055
931,"GOLF VIEW CLOSE","Local Authority","Rural","Low Volume","Sealed","L",0.422,0.844,42,0.1,6424,642,10802.09,3490.58,0,14292.67,1056
932,"LAKE VIEW PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.363,0.726,39,0.13,5167,672,10614.7,1721.48,0,12336.18,1057
933,"PINE HILL RISE","Local Authority","Rural","Access","Sealed","L",0.322,0.644,137,0.1,16102,1610,25099.39,2550.93,0,27650.32,1058
934,"RIDGETOP RISE","Local Authority","Rural","Low Volume","Sealed","L",0.114,0.228,45,0.13,1872,243,15218.99,3077.07,0,18296.06,1059
935,"HAMLYN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.046,0.092,33,0.04,554,22,24167.29,9135,0,33302.29,1060
936,"WELDS HILL ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.718,1.718,7,0.11,4441,489,1574.17,650.18,315.77,2224.35,1061
937,"CORLEGGY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.36,0.36,6,0.11,788,87,24634.04,2780.48,0,27414.52,1062
938,"BESTS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.35,0.7,45,0.13,5749,747,3450.55,70.29,0,3520.84,1063
939,"BAYVIEW DRIVE (PRIVATE)","Private Road","Urban","Unknown","Sealed","P",0.179,0.358,65,0.06,4247,255,259.38,6369.83,0,6629.21,1064
941,"MOANA HEIGHTS","Local Authority","Urban","Low Volume","Sealed","L",0.189,0.378,52,0.06,3587,215,8213.17,10008.24,0,18221.41,1065
942,"BLAIRICH VIEW","Local Authority","Urban","Access","Sealed","L",0.208,0.416,282,0.06,21409,1285,14251.88,8132.33,0,22384.21,1066
943,"NATALIE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.06,0.12,45,0.04,985,39,22442.37,15923.47,0,38365.84,1067
944,"TIMANDRA PLACE","Local Authority","Urban","Secondary Collector","Sealed","L",0.545,1.09,247,0.059,49093,2906,26547.01,12563.23,0,39110.24,1068
945,"FLAXMILL DRIVE","Local Authority","Rural","Access","Sealed","L",1.743,3.486,218,0.1,138691,13869,3514.98,1620.46,0,5135.44,1069
946,"HINEPANGO DRIVE","Local Authority","Rural","Access","Sealed","L",0.965,1.93,77,0.13,27121,3526,4087.05,233.8,0,4320.85,1070
947,"BAY END","Local Authority","Rural","Low Volume","Sealed","L",0.139,0.278,45,0.13,2283,297,3579.66,829.5,0,4409.16,1071
948,"SENIORS ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.243,0.486,52,0.1,4612,461,25811.33,1931.93,0,27743.26,1072
949,"KARERE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.071,0.142,45,0.04,1166,47,32889.42,11578.26,0,44467.68,1073
950,"BOOKER ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.421,0.842,49,0.13,7530,979,4244.32,318.29,0,4562.61,1074
951,"ISOBEL PLACE","Local Authority","Rural","Access","Sealed","L",0.266,0.532,45,0.13,4369,568,4016.56,1402.29,0,5418.85,1075
1064,"SYMONS STREET","Local Authority","Urban","Arterial","Sealed","L",0.164,0.328,8489,0.05,508152,25408,131010.19,15854.49,0,146864.68,1076
1065,"DRY HILLS RISE","Local Authority","Urban","Low Volume","Sealed","L",0.332,0.664,68,0.04,8240,330,6516.24,65.66,0,6581.9,1077
1066,"DRY HILLS LANE","Local Authority","Urban","Access","Sealed","L",0.656,1.312,180,0.06,43099,2586,18630.66,737,0,19367.66,1078
1066,"DRY HILLS LANE","Local Authority","Urban","Low Volume","Sealed","L",0.79,1.58,139,0.055,40130,2202,6714.37,428.78,0,7143.15,1079
1067,"FARNHAM DRIVE","Local Authority","Urban","Access","Sealed","L",0.175,0.35,68,0.04,4343,174,10453.4,6317.29,0,16770.69,1080
1068,"OLIVE COURT","Local Authority","Urban","Low Volume","Sealed","L",0.065,0.13,63,0.04,1495,60,26530.84,2016.92,0,28547.76,1081
1070,"FAIRBOURNE DRIVE","Local Authority","Rural","Access","Sealed","L",0.84,1.68,128,0.107,39146,4206,19508.81,3356.22,0,22865.03,1082
1071,"EDGEHILL PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.13,0.26,45,0.13,2135,278,6372.21,92.31,0,6464.52,1083
1072,"SOUCIS LANE","Local Authority","Urban","Low Volume","Sealed","L",0.302,0.302,23,0.12,2535,304,7300.77,2157.12,0,9457.89,1084
1073,"KAIMIKO PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.06,0.12,23,0.12,504,60,8158.76,540,0,8698.76,1085
1074,"WOODMOR DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.351,0.702,135,0.06,17296,1038,9051.85,6034,0,15085.85,1086
1075,"HEATHER PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.066,0.132,33,0.06,795,48,13062.54,765.15,0,13827.69,1087
1076,"WHITBY CLOSE","Local Authority","Urban","Low Volume","Sealed","L",0.163,0.326,45,0.06,2677,161,21406.24,6674.74,0,28080.98,1088
1077,"LESTER PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.115,0.23,168,0.06,7052,423,16087.29,13899.44,0,29986.73,1089
1079,"QUAIL PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.106,0.212,108,0.057,4193,241,46589.4,577.36,0,47166.76,1090
1080,"WITHER ROAD EAST","Local Authority","Urban","Low Volume","Sealed","L",0.34,0.68,51,0.04,6329,253,12108.22,802.35,14.71,12910.57,1091
1081,"ROHE DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.155,0.31,141,0.07,7977,558,10567.08,8553.65,0,19120.73,1092
1082,"FUCHSIA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.112,0.224,23,0.04,940,38,31539.07,9298.71,0,40837.78,1093
1083,"TREMORNE AVENUE","Local Authority","Urban","Access","Sealed","L",0.4,0.8,174,0.056,25333,1425,29695.92,6123.61,0,35819.53,1094
1083,"TREMORNE AVENUE","Local Authority","Urban","Low Volume","Sealed","L",0.288,0.576,81,0.049,8464,415,8992.82,4372.65,0,13365.47,1095
1084,"DE CASTRO DRIVE","Local Authority","Urban","Access","Sealed","L",0.252,0.504,151,0.056,13863,776,21182.21,5773.8,0,26956.01,1096
1084,"DE CASTRO DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.141,0.282,99,0.04,5095,204,9975.19,4598.03,0,14573.22,1097
1085,"HILTON PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.184,0.368,78,0.056,5205,289,23590.35,5260.3,0,28850.65,1098
1086,"HILTON PLACE SOUTH","Local Authority","Urban","Low Volume","Sealed","L",0.05,0.1,23,0.04,420,17,19929.61,3530,0,23459.61,1099
1087,"MAGNOLIA DRIVE NORTH","Local Authority","Urban","Access","Sealed","L",0.145,0.29,267,0.06,14144,849,40568.24,13422.72,0,53990.96,1100
1087,"MAGNOLIA DRIVE NORTH","Local Authority","Urban","Low Volume","Sealed","L",0.172,0.344,180,0.06,11300,678,32597.93,3868.63,0,36466.56,1101
1088,"MAGNOLIA DRIVE SOUTH","Local Authority","Urban","Low Volume","Sealed","L",0.093,0.186,46,0.04,1578,63,23261.34,10496.55,0,33757.89,1102
1089,"SPRINGHAVEN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.066,0.132,17,0.04,410,16,28646.62,12142.39,0,40789.01,1103
1090,"FOREST PARK DRIVE","Local Authority","Urban","Access","Sealed","L",1.19,2.38,112,0.052,48719,2549,36890.9,8825.78,18.51,45716.68,1104
1091,"MCKENDRY STREET","Local Authority","Urban","Access","Sealed","L",0.15,0.3,98,0.04,5366,215,11085.01,7140.22,0,18225.23,1105
1091,"MCKENDRY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.077,0.154,67,0.04,1883,75,27258.62,7440.43,0,34699.05,1106
1092,"LANDAU PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.056,0.112,17,0.04,347,14,8068.49,12475.71,0,20544.2,1107
1093,"NIKAU DRIVE","Local Authority","Urban","Access","Sealed","L",0.088,0.176,56,0.04,1799,72,15978.66,6545.74,0,22524.4,1108
1093,"NIKAU DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.173,0.346,45,0.04,2865,115,8503.32,6153.7,0,14657.02,1109
1094,"PELORUS PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.114,0.228,11,0.04,458,18,12753.3,7425.11,0,20178.41,1110
1095,"HITAUA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.156,0.312,11,0.04,626,25,11142.41,6521.51,0,17663.92,1111
1096,"PUKETEA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.147,0.294,11,0.04,590,24,11868.71,6379.6,0,18248.31,1112
1097,"CLOUDY BAY DRIVE","Local Authority","Urban","Primary Collector","Sealed","L",0.969,1.938,254,0.199,89949,17914,33689.23,3888.61,25.8,37577.84,1113
1098,"SEAFAIR CLOSE","Local Authority","Urban","Secondary Collector","Sealed","L",0.353,0.706,33,0.1,4252,425,33966.83,7660.12,0,41626.95,1114
1099,"WINEFAIR CLOSE","Local Authority","Urban","Access","Sealed","L",0.178,0.356,33,0.1,2144,214,26699.78,10242.04,0,36941.82,1115
1100,"CHANDLER CLOSE","Local Authority","Urban","Access","Sealed","L",0.156,0.312,23,0.1,1310,131,28642.99,1158.97,0,29801.96,1116
1101,"HAWKWOOD PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.099,0.198,40,0.04,1445,58,28585.97,8435.13,0,37021.1,1117
1102,"WORLDS END ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.146,0.292,23,0.12,1226,147,12038.75,1367.47,0,13406.22,1118
1103,"VORBACH PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.24,0.48,56,0.02,4906,98,11201.57,8577.73,0,19779.3,1119
1104,"HARBOUR VIEW HEIGHTS","Local Authority","Urban","Low Volume","Sealed","L",0.317,0.634,36,0.06,4109,247,12336.02,4273.31,0,16609.33,1120
1105,"HARBOUR VIEW HEIGHTS SOUTH","Local Authority","Urban","Low Volume","Sealed","L",0.075,0.15,23,0.06,630,38,11049.79,685.33,0,11735.12,1121
1106,"AVENING CLOSE","Local Authority","Urban","Low Volume","Sealed","L",0.137,0.274,79,0.04,3950,158,9629.01,7825.93,0,17454.94,1122
1107,"MAPLE CLOSE","Local Authority","Urban","Low Volume","Sealed","L",0.07,0.14,38,0.04,978,39,27921.16,12434.43,0,40355.59,1123
1108,"NAUTIQUE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.101,0.202,26,0.06,958,58,10647.18,7088.87,0,17736.05,1124
1109,"CAPTAINS CLOSE","Local Authority","Urban","Low Volume","Sealed","L",0.2,0.4,58,0.06,4234,254,15204.22,7782.5,0,22986.72,1125
1110,"PIPITEA DRIVE","Local Authority","Rural","Access","Sealed","L",1.025,2.05,86,0.12,32028,3845,2524.08,3582.27,0,6106.35,1126
1111,"WOOLLEYS CROSSING","Local Authority","Rural","Access","Sealed","L",0.292,0.584,71,0.13,7567,984,4162.1,840.48,0,5002.58,1127
1112,"SHORELINE PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.2,0.4,28,0.13,2044,266,4364.08,30,0,4394.08,1128
1113,"EDGEWATER PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.603,1.206,35,0.13,7703,1001,4574.82,1163.42,0,5738.24,1129
1114,"COVENT GARDENS","Local Authority","Urban","Access","Sealed","L",0.106,0.212,90,0.04,3482,139,9576.67,495.53,0,10072.2,1130
1114,"COVENT GARDENS","Local Authority","Urban","Low Volume","Sealed","L",0.082,0.164,44,0.04,1317,53,8976.47,86,0,9062.47,1131
1115,"STAMFORD LANE","Local Authority","Urban","Low Volume","Sealed","L",0.104,0.208,49,0.04,1860,74,9183.34,6377.15,0,15560.49,1132
1116,"BRANDON MEWS","Local Authority","Urban","Low Volume","Sealed","L",0.043,0.086,27,0.04,424,17,9920.7,146,0,10066.7,1133
1117,"EVESHAM LANE","Local Authority","Urban","Low Volume","Sealed","L",0.096,0.192,58,0.04,2032,81,9538.02,6708.42,0,16246.44,1134
1118,"RUTLEDGE DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.234,0.468,190,0.06,16264,976,48319.84,5578.72,0,53898.56,1135
1119,"OCEAN VIEW CRESCENT","Local Authority","Rural","Low Volume","Sealed","L",0.37,0.74,48,0.13,6482,843,4826.76,1918.65,0,6745.41,1136
1120,"EASTHAVEN PLACE","Local Authority","Urban","Access","Sealed","L",0.12,0.24,90,0.04,3942,158,9872.46,8037.02,0,17909.48,1137
1120,"EASTHAVEN PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.094,0.188,23,0.04,789,32,17603.24,4345.45,0,21948.69,1138
1121,"HARAKEKE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.199,0.398,76,0.04,5520,221,11487.52,593.07,0,12080.59,1139
1122,"STATE HIGHWAY 1S RS 0","State Highway","Urban","Unknown","Sealed","C",0.924,1.848,5674,0.07,1913613,133953,3989.58,6425.51,0,10415.09,1140
1123,"STATE HIGHWAY 1S RS 18","State Highway","Rural","Unknown","Sealed","C",5.037,10.074,9192,0.171,16899145,2889804,234.73,271.12,0,505.85,1141
1123,"STATE HIGHWAY 1S RS 18","State Highway","Urban","Unknown","Sealed","C",4.956,9.912,9031,0.182,16337016,2976973,761.85,301.65,1.01,1063.5,1142
1124,"STATE HIGHWAY 1S RS 28","State Highway","Rural","Unknown","Sealed","C",14.143,28.286,4034,0.19,20824295,3956616,110.43,26.43,0,136.86,1143
1124,"STATE HIGHWAY 1S RS 28","State Highway","Urban","Unknown","Sealed","C",1.609,3.218,11941,0.19,7012933,1332457,6342.68,903.28,0,7245.96,1144
1125,"STATE HIGHWAY 1S RS 43","State Highway","Rural","Unknown","Sealed","C",12.137,24.274,3732,0.151,16532779,2491305,5.41,102,0,107.41,1145
1125,"STATE HIGHWAY 1S RS 43","State Highway","Urban","Unknown","Sealed","C",1.468,2.936,3732,0.07,1999680,139978,1289.97,285.39,0,1575.36,1146
1126,"STATE HIGHWAY 1S RS 57","State Highway","Rural","Unknown","Sealed","C",15.241,30.482,3231,0.19,17973940,3415049,1.66,97.41,0,99.07,1147
1127,"STATE HIGHWAY 1S RS 73","State Highway","Rural","Unknown","Sealed","C",17.073,34.146,2728,0.19,16999928,3229986,2.88,20.92,0,23.8,1148
1128,"STATE HIGHWAY 6 RS 0","State Highway","Rural","Unknown","Sealed","C",7.389,14.778,8290,0.182,22356706,4065029,175.24,82.84,0,258.08,1149
1128,"STATE HIGHWAY 6 RS 0","State Highway","Urban","Unknown","Sealed","C",2.714,5.428,11373,0.19,11266208,2140579,2995.75,2476.28,1.84,5472.03,1150
1129,"STATE HIGHWAY 6 RS 10","State Highway","Rural","Unknown","Sealed","C",3.04,6.08,4254,0.15,4720756,708113,16.12,158.48,0,174.6,1151
1129,"STATE HIGHWAY 6 RS 10","State Highway","Urban","Unknown","Sealed","C",2.245,4.49,4094,0.15,3354726,503209,2278.65,1332.86,13.36,3611.51,1152
1130,"STATE HIGHWAY 6 RS 16","State Highway","Rural","Unknown","Sealed","C",18.916,37.832,3876,0.23,26763581,6155624,3.99,12.21,2.64,16.2,1153
1131,"STATE HIGHWAY 6 RS 34","State Highway","Rural","Unknown","Sealed","C",13.616,27.232,3591,0.23,17848683,4105197,5.56,105.04,5.14,110.6,1154
1131,"STATE HIGHWAY 6 RS 34","State Highway","Urban","Unknown","Sealed","C",2.226,4.452,3939,0.19,3200398,608076,2858.92,187.3,0,3046.22,1155
1132,"STATE HIGHWAY 6 RS 50","State Highway","Rural","Unknown","Sealed","C",15.005,30.01,3039,0.23,16641956,3827650,8.56,29.11,0,37.67,1156
1133,"STATE HIGHWAY 6 RS 65","State Highway","Rural","Unknown","Sealed","C",1.603,3.206,3027,0.23,1771083,407349,0,25.08,0,25.08,1157
1133,"STATE HIGHWAY 6 RS 65","State Highway","Urban","Unknown","Sealed","C",6.618,13.236,3636,0.19,8782842,1668740,289.97,41.47,0,331.44,1158
1134,"STATE HIGHWAY 63 RS 0","State Highway","Rural","Unknown","Sealed","C",16.719,33.438,1354,0.15,8262697,1239405,1.39,15.44,0,16.83,1159
1135,"STATE HIGHWAY 63 RS 17","State Highway","Rural","Unknown","Sealed","C",10.538,21.076,867,0.15,3336008,500401,4.74,29.66,0,34.4,1160
1135,"STATE HIGHWAY 63 RS 17","State Highway","Urban","Unknown","Sealed","C",1.59,3.18,670,0.18,388834,69990,0,1124.86,0,1124.86,1161
1136,"STATE HIGHWAY 63 RS 29","State Highway","Rural","Unknown","Sealed","C",17.231,34.462,826,0.15,5194974,779246,0,23.95,0,23.95,1162
1137,"STATE HIGHWAY 63 RS 46","State Highway","Rural","Unknown","Sealed","C",12.902,25.804,743,0.15,3498958,524844,0,15.59,0,15.59,1163
1138,"STATE HIGHWAY 63 RS 59","State Highway","Rural","Unknown","Sealed","C",15.213,30.426,743,0.15,4125690,618853,0,51.88,0,51.88,1164
1139,"STATE HIGHWAY 63 RS 74","State Highway","Rural","Unknown","Sealed","C",9.575,19.15,743,0.15,2596692,389504,0,8.9,0,8.9,1165
1140,"ALGARVE CLOSE","Local Authority","Urban","Low Volume","Sealed","L",0.168,0.336,93,0.04,5703,228,8090.05,5718.62,0,13808.67,1166
1141,"ROSEWOOD PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.11,0.22,62,0.04,2489,100,8332.18,1272.73,0,9604.91,1167
1142,"KAKAPO RISE","Local Authority","Urban","Low Volume","Sealed","L",0.117,0.234,22,0.06,940,56,8677.45,435.56,0,9113.01,1168
1143,"TUI DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.284,0.568,77,0.063,7931,499,30736.15,4979.93,0,35716.08,1169
1144,"PUKEKO PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.081,0.162,32,0.06,946,57,28449.86,12239.47,0,40689.33,1170
1145,"BELLBIRD RISE","Local Authority","Urban","Low Volume","Sealed","L",0.134,0.268,45,0.06,2201,132,28941.35,7139.28,0,36080.63,1171
1146,"WEKA PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.265,0.53,87,0.06,8415,505,24054.32,6216.38,0,30270.7,1172
1147,"FANTAIL HEIGHTS","Local Authority","Urban","Low Volume","Sealed","L",0.093,0.186,32,0.06,1086,65,25932.35,6873.42,0,32805.77,1173
1148,"PENRITH PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.092,0.184,19,0.13,638,83,8416.64,2693.35,0,11109.99,1174
